OPPORTUNITY_ID,SALES_AGENT_NAME,MANAGER_NAME,REGIONAL_OFFICE,PRODUCT_NAME,ACCOUNT_NAME,DEAL_STAGE,ENGAGE_DATE,DEAL_AGE_DAYS,SALES_PRICE,CLOSE_VALUE_AMOUNT,DEAL_SIZE_BAND,PIPELINE_VALUE_ESTIMATE,DEAL_AGE_BAND,PIPELINE_HEALTH_STATUS
0K59ZLQC,Corliss Cosme,Cara Losch,East,GTX Basic,Donquadtech,Engaging,2017-05-18,227,550,,unknown,550.00,180+ Days,stale_or_review
2BXYT4PD,Hayden Neloms,Celia Rouche,West,GTX Plus Pro,Funholding,Engaging,2017-05-18,227,5482,,unknown,5482.00,180+ Days,stale_or_review
2FMT1053,Hayden Neloms,Celia Rouche,West,MG Advanced,,Engaging,2017-05-18,227,3393,,unknown,3393.00,180+ Days,stale_or_review
HU970PDK,James Ascencio,Summer Sewald,West,GTX Plus Pro,Donquadtech,Engaging,2017-05-18,227,5482,,unknown,5482.00,180+ Days,stale_or_review
D85PDC6S,James Ascencio,Summer Sewald,West,GTX Plus Pro,,Engaging,2017-05-18,227,5482,,unknown,5482.00,180+ Days,stale_or_review
7D75QXBD,Kary Hendrixson,Summer Sewald,West,GTX Plus Basic,Groovestreet,Engaging,2017-05-18,227,1096,,unknown,1096.00,180+ Days,stale_or_review
N3GVE0VP,Markita Hansen,Celia Rouche,West,GTK 500,,Engaging,2017-05-18,227,26768,,unknown,26768.00,180+ Days,stale_or_review
OK39IHP1,Rosalina Dieter,Celia Rouche,West,MG Special,,Engaging,2017-05-18,227,55,,unknown,55.00,180+ Days,stale_or_review
CX4ZLSDW,Wilburn Farren,Cara Losch,East,MG Special,,Engaging,2017-05-18,227,55,,unknown,55.00,180+ Days,stale_or_review
UFL6ZQDV,Zane Levy,Summer Sewald,West,GTX Basic,,Engaging,2017-05-18,227,550,,unknown,550.00,180+ Days,stale_or_review
MGD7DZAU,Kami Bicknell,Summer Sewald,West,GTX Basic,Globex Corporation,Engaging,2017-05-19,226,550,,unknown,550.00,180+ Days,stale_or_review
BRFHWGVC,Kary Hendrixson,Summer Sewald,West,GTX Plus Basic,,Engaging,2017-05-19,226,1096,,unknown,1096.00,180+ Days,stale_or_review
8Z4ZMS9U,Violet Mclelland,Cara Losch,East,MG Advanced,,Engaging,2017-05-19,226,3393,,unknown,3393.00,180+ Days,stale_or_review
JL9ERNVY,Boris Faz,Rocco Neubert,East,GTX Plus Pro,,Engaging,2017-05-20,225,5482,,unknown,5482.00,180+ Days,stale_or_review
JM5GDLEF,Corliss Cosme,Cara Losch,East,GTXPro,,Engaging,2017-05-20,225,,,unknown,0.00,180+ Days,stale_or_review
CX0SXNCN,Corliss Cosme,Cara Losch,East,GTX Basic,Treequote,Engaging,2017-05-21,224,550,,unknown,550.00,180+ Days,stale_or_review
RE3UNESR,Kary Hendrixson,Summer Sewald,West,GTX Basic,,Engaging,2017-05-21,224,550,,unknown,550.00,180+ Days,stale_or_review
PPUSV3RG,Kary Hendrixson,Summer Sewald,West,GTX Plus Pro,,Engaging,2017-05-21,224,5482,,unknown,5482.00,180+ Days,stale_or_review
WM7XURV6,Corliss Cosme,Cara Losch,East,GTX Plus Basic,Groovestreet,Engaging,2017-05-22,223,1096,,unknown,1096.00,180+ Days,stale_or_review
6I125KPN,Daniell Hammack,Rocco Neubert,East,MG Advanced,,Engaging,2017-05-22,223,3393,,unknown,3393.00,180+ Days,stale_or_review
2YLXKON1,Hayden Neloms,Celia Rouche,West,MG Advanced,,Engaging,2017-05-22,223,3393,,unknown,3393.00,180+ Days,stale_or_review
ZJQKUIZ4,Kary Hendrixson,Summer Sewald,West,MG Special,Opentech,Engaging,2017-05-22,223,55,,unknown,55.00,180+ Days,stale_or_review
WS3BIQ4S,Markita Hansen,Celia Rouche,West,GTX Plus Pro,,Engaging,2017-05-22,223,5482,,unknown,5482.00,180+ Days,stale_or_review
U177IWW0,Maureen Marcano,Summer Sewald,West,GTX Plus Basic,,Engaging,2017-05-22,223,1096,,unknown,1096.00,180+ Days,stale_or_review
SWEQFKRF,Rosie Papadopoulos,Cara Losch,East,GTXPro,,Engaging,2017-05-22,223,,,unknown,0.00,180+ Days,stale_or_review
HYSOZRCG,Boris Faz,Rocco Neubert,East,GTX Plus Basic,,Engaging,2017-05-23,222,1096,,unknown,1096.00,180+ Days,stale_or_review
41RF80KQ,Boris Faz,Rocco Neubert,East,GTX Plus Pro,,Engaging,2017-05-23,222,5482,,unknown,5482.00,180+ Days,stale_or_review
CYB0NUCJ,Cassey Cress,Rocco Neubert,East,MG Special,,Engaging,2017-05-23,222,55,,unknown,55.00,180+ Days,stale_or_review
3H3TNCP5,James Ascencio,Summer Sewald,West,GTX Plus Basic,Condax,Engaging,2017-05-23,222,1096,,unknown,1096.00,180+ Days,stale_or_review
11V16SZZ,Corliss Cosme,Cara Losch,East,GTX Basic,Labdrill,Engaging,2017-05-24,221,550,,unknown,550.00,180+ Days,stale_or_review
3IWUUUCN,Elease Gluck,Celia Rouche,West,GTXPro,,Engaging,2017-05-24,221,,,unknown,0.00,180+ Days,stale_or_review
K7TV5UBZ,James Ascencio,Summer Sewald,West,GTX Plus Pro,,Engaging,2017-05-24,221,5482,,unknown,5482.00,180+ Days,stale_or_review
4G0X8VHP,Markita Hansen,Celia Rouche,West,MG Advanced,Y-corporation,Engaging,2017-05-24,221,3393,,unknown,3393.00,180+ Days,stale_or_review
6BIZ2MB6,Maureen Marcano,Summer Sewald,West,MG Special,,Engaging,2017-05-24,221,55,,unknown,55.00,180+ Days,stale_or_review
0STR2QEA,Corliss Cosme,Cara Losch,East,GTX Plus Pro,Inity,Engaging,2017-05-25,220,5482,,unknown,5482.00,180+ Days,stale_or_review
Y2EC6KYG,Hayden Neloms,Celia Rouche,West,MG Advanced,,Engaging,2017-05-25,220,3393,,unknown,3393.00,180+ Days,stale_or_review
2PI827MA,Kary Hendrixson,Summer Sewald,West,GTXPro,,Engaging,2017-05-25,220,,,unknown,0.00,180+ Days,stale_or_review
ZK4S74FD,Vicki Laflamme,Celia Rouche,West,GTX Plus Pro,Singletechno,Engaging,2017-05-25,220,5482,,unknown,5482.00,180+ Days,stale_or_review
E5V4WT18,Vicki Laflamme,Celia Rouche,West,MG Special,Genco Pura Olive Oil Company,Engaging,2017-05-25,220,55,,unknown,55.00,180+ Days,stale_or_review
7AXR8U55,Boris Faz,Rocco Neubert,East,MG Advanced,,Engaging,2017-05-26,219,3393,,unknown,3393.00,180+ Days,stale_or_review
7X0T2QOL,Hayden Neloms,Celia Rouche,West,MG Advanced,,Engaging,2017-05-26,219,3393,,unknown,3393.00,180+ Days,stale_or_review
7KKFQ7LX,Hayden Neloms,Celia Rouche,West,MG Advanced,,Engaging,2017-05-26,219,3393,,unknown,3393.00,180+ Days,stale_or_review
IBZI95HI,James Ascencio,Summer Sewald,West,GTX Plus Basic,Zoomit,Engaging,2017-05-26,219,1096,,unknown,1096.00,180+ Days,stale_or_review
3ATYY665,Kami Bicknell,Summer Sewald,West,GTXPro,Conecom,Engaging,2017-05-26,219,,,unknown,0.00,180+ Days,stale_or_review
EPSIB2JR,Violet Mclelland,Cara Losch,East,MG Special,Zoomit,Engaging,2017-05-26,219,55,,unknown,55.00,180+ Days,stale_or_review
G1L2YY5P,Zane Levy,Summer Sewald,West,GTX Basic,,Engaging,2017-05-26,219,550,,unknown,550.00,180+ Days,stale_or_review
DC2JL47C,Daniell Hammack,Rocco Neubert,East,GTXPro,Dontechi,Engaging,2017-05-27,218,,,unknown,0.00,180+ Days,stale_or_review
GMN9KQN2,Daniell Hammack,Rocco Neubert,East,GTXPro,,Engaging,2017-05-27,218,,,unknown,0.00,180+ Days,stale_or_review
VXTVHC1Z,Boris Faz,Rocco Neubert,East,GTX Plus Pro,,Engaging,2017-05-28,217,5482,,unknown,5482.00,180+ Days,stale_or_review
BO1ZOZG2,Kary Hendrixson,Summer Sewald,West,GTX Plus Basic,Ontomedia,Engaging,2017-05-28,217,1096,,unknown,1096.00,180+ Days,stale_or_review
OERROEPM,Markita Hansen,Celia Rouche,West,GTX Basic,,Engaging,2017-05-28,217,550,,unknown,550.00,180+ Days,stale_or_review
MWSPTOQK,Zane Levy,Summer Sewald,West,GTXPro,,Engaging,2017-05-28,217,,,unknown,0.00,180+ Days,stale_or_review
RY6T3GLC,Corliss Cosme,Cara Losch,East,GTXPro,Zathunicon,Engaging,2017-05-29,216,,,unknown,0.00,180+ Days,stale_or_review
8G3HB5S6,James Ascencio,Summer Sewald,West,GTX Basic,,Engaging,2017-05-29,216,550,,unknown,550.00,180+ Days,stale_or_review
MPME6VZD,Kami Bicknell,Summer Sewald,West,GTX Plus Basic,Dontechi,Engaging,2017-05-29,216,1096,,unknown,1096.00,180+ Days,stale_or_review
EUYJDW9C,Kary Hendrixson,Summer Sewald,West,GTXPro,,Engaging,2017-05-29,216,,,unknown,0.00,180+ Days,stale_or_review
YRTI0EKE,Rosalina Dieter,Celia Rouche,West,GTX Basic,,Engaging,2017-05-29,216,550,,unknown,550.00,180+ Days,stale_or_review
UMXZFLO8,Zane Levy,Summer Sewald,West,GTXPro,,Engaging,2017-05-29,216,,,unknown,0.00,180+ Days,stale_or_review
QNVW1NSS,Wilburn Farren,Cara Losch,East,MG Advanced,,Engaging,2017-05-30,215,3393,,unknown,3393.00,180+ Days,stale_or_review
GIPPUV2F,Hayden Neloms,Celia Rouche,West,GTX Plus Basic,Nam-zim,Engaging,2017-05-31,214,1096,,unknown,1096.00,180+ Days,stale_or_review
HTBPSC2D,Kami Bicknell,Summer Sewald,West,GTX Basic,,Engaging,2017-05-31,214,550,,unknown,550.00,180+ Days,stale_or_review
SIBR2J01,Maureen Marcano,Summer Sewald,West,MG Special,,Engaging,2017-05-31,214,55,,unknown,55.00,180+ Days,stale_or_review
UGTXH980,Daniell Hammack,Rocco Neubert,East,GTXPro,,Engaging,2017-06-01,213,,,unknown,0.00,180+ Days,stale_or_review
ZTVWSE98,Rosalina Dieter,Celia Rouche,West,MG Special,,Engaging,2017-06-01,213,55,,unknown,55.00,180+ Days,stale_or_review
SPV7OJTH,Cassey Cress,Rocco Neubert,East,MG Advanced,,Engaging,2017-06-02,212,3393,,unknown,3393.00,180+ Days,stale_or_review
N7G1TU1X,James Ascencio,Summer Sewald,West,MG Advanced,,Engaging,2017-06-02,212,3393,,unknown,3393.00,180+ Days,stale_or_review
CUV49MUR,Violet Mclelland,Cara Losch,East,GTXPro,Zathunicon,Engaging,2017-06-02,212,,,unknown,0.00,180+ Days,stale_or_review
7VMOJBPN,Kami Bicknell,Summer Sewald,West,GTXPro,Faxquote,Engaging,2017-06-03,211,,,unknown,0.00,180+ Days,stale_or_review
YTGQKC7A,Rosalina Dieter,Celia Rouche,West,MG Special,Dalttechnology,Engaging,2017-06-03,211,55,,unknown,55.00,180+ Days,stale_or_review
F8QQEW1W,Kami Bicknell,Summer Sewald,West,GTX Plus Basic,,Engaging,2017-06-04,210,1096,,unknown,1096.00,180+ Days,stale_or_review
4LXUITP3,Kary Hendrixson,Summer Sewald,West,GTX Basic,,Engaging,2017-06-04,210,550,,unknown,550.00,180+ Days,stale_or_review
GXC8JN36,Kary Hendrixson,Summer Sewald,West,GTXPro,,Engaging,2017-06-04,210,,,unknown,0.00,180+ Days,stale_or_review
XTE9XJTS,Kary Hendrixson,Summer Sewald,West,MG Special,Zencorporation,Engaging,2017-06-04,210,55,,unknown,55.00,180+ Days,stale_or_review
PIFPDJMN,Kary Hendrixson,Summer Sewald,West,GTX Basic,,Engaging,2017-06-05,209,550,,unknown,550.00,180+ Days,stale_or_review
7J0ZLDB1,Zane Levy,Summer Sewald,West,MG Special,,Engaging,2017-06-05,209,55,,unknown,55.00,180+ Days,stale_or_review
XQY4Z4KI,Rosie Papadopoulos,Cara Losch,East,MG Special,,Engaging,2017-06-06,208,55,,unknown,55.00,180+ Days,stale_or_review
9GYIYGHW,Violet Mclelland,Cara Losch,East,MG Advanced,,Engaging,2017-06-06,208,3393,,unknown,3393.00,180+ Days,stale_or_review
DW29KM30,Elease Gluck,Celia Rouche,West,MG Advanced,Zathunicon,Engaging,2017-06-07,207,3393,,unknown,3393.00,180+ Days,stale_or_review
RKVXBXBM,Markita Hansen,Celia Rouche,West,MG Special,,Engaging,2017-06-07,207,55,,unknown,55.00,180+ Days,stale_or_review
C6TQMD3C,Vicki Laflamme,Celia Rouche,West,GTX Plus Pro,,Engaging,2017-06-07,207,5482,,unknown,5482.00,180+ Days,stale_or_review
IQMW1VDP,Violet Mclelland,Cara Losch,East,MG Special,,Engaging,2017-06-07,207,55,,unknown,55.00,180+ Days,stale_or_review
R9AVNYCO,Zane Levy,Summer Sewald,West,GTX Plus Basic,Conecom,Engaging,2017-06-07,207,1096,,unknown,1096.00,180+ Days,stale_or_review
G1AKE0NR,Zane Levy,Summer Sewald,West,GTXPro,,Engaging,2017-06-07,207,,,unknown,0.00,180+ Days,stale_or_review
AY3KTIXX,James Ascencio,Summer Sewald,West,GTX Plus Pro,Cheers,Engaging,2017-06-08,206,5482,,unknown,5482.00,180+ Days,stale_or_review
S2J63YRV,Rosie Papadopoulos,Cara Losch,East,MG Special,,Engaging,2017-06-08,206,55,,unknown,55.00,180+ Days,stale_or_review
D17T8PTH,Vicki Laflamme,Celia Rouche,West,GTX Basic,,Engaging,2017-06-08,206,550,,unknown,550.00,180+ Days,stale_or_review
FHM7LYZ3,Corliss Cosme,Cara Losch,East,MG Special,,Engaging,2017-06-09,205,55,,unknown,55.00,180+ Days,stale_or_review
REO3FMSB,Corliss Cosme,Cara Losch,East,MG Advanced,Massive Dynamic,Engaging,2017-06-09,205,3393,,unknown,3393.00,180+ Days,stale_or_review
BJJQSJD8,Daniell Hammack,Rocco Neubert,East,GTX Plus Basic,Zotware,Engaging,2017-06-09,205,1096,,unknown,1096.00,180+ Days,stale_or_review
T56J7ES7,Kami Bicknell,Summer Sewald,West,GTX Plus Basic,Nam-zim,Engaging,2017-06-09,205,1096,,unknown,1096.00,180+ Days,stale_or_review
GG85QBTM,Elease Gluck,Celia Rouche,West,GTK 500,Lexiqvolax,Engaging,2017-06-10,204,26768,,unknown,26768.00,180+ Days,stale_or_review
LC2RIMSX,Rosalina Dieter,Celia Rouche,West,GTXPro,Vehement Capital Partners,Engaging,2017-06-10,204,,,unknown,0.00,180+ Days,stale_or_review
RUAU1ORD,Zane Levy,Summer Sewald,West,GTX Basic,,Engaging,2017-06-10,204,550,,unknown,550.00,180+ Days,stale_or_review
ZI89S9HC,Markita Hansen,Celia Rouche,West,MG Advanced,Dalttechnology,Engaging,2017-06-11,203,3393,,unknown,3393.00,180+ Days,stale_or_review
5653N8BM,Rosie Papadopoulos,Cara Losch,East,GTX Plus Basic,Zoomit,Engaging,2017-06-11,203,1096,,unknown,1096.00,180+ Days,stale_or_review
477HSG28,Vicki Laflamme,Celia Rouche,West,GTX Basic,,Engaging,2017-06-11,203,550,,unknown,550.00,180+ Days,stale_or_review
YT34YUZN,Corliss Cosme,Cara Losch,East,GTXPro,Betasoloin,Engaging,2017-06-12,202,,,unknown,0.00,180+ Days,stale_or_review
MCA0202R,Kary Hendrixson,Summer Sewald,West,GTX Basic,,Engaging,2017-06-12,202,550,,unknown,550.00,180+ Days,stale_or_review
3A7G5K0E,Rosalina Dieter,Celia Rouche,West,GTX Basic,,Engaging,2017-06-12,202,550,,unknown,550.00,180+ Days,stale_or_review
WWCMITY9,Rosalina Dieter,Celia Rouche,West,GTXPro,Funholding,Engaging,2017-06-12,202,,,unknown,0.00,180+ Days,stale_or_review
TNWCER5C,Rosie Papadopoulos,Cara Losch,East,GTX Plus Basic,,Engaging,2017-06-12,202,1096,,unknown,1096.00,180+ Days,stale_or_review
SE6OIGYN,Violet Mclelland,Cara Losch,East,GTX Plus Basic,Isdom,Engaging,2017-06-12,202,1096,,unknown,1096.00,180+ Days,stale_or_review
WTAM4BED,Cassey Cress,Rocco Neubert,East,MG Special,,Engaging,2017-06-13,201,55,,unknown,55.00,180+ Days,stale_or_review
7HSRDCCK,Kary Hendrixson,Summer Sewald,West,GTX Plus Pro,,Engaging,2017-06-13,201,5482,,unknown,5482.00,180+ Days,stale_or_review
WA4TPQ5U,Maureen Marcano,Summer Sewald,West,GTX Plus Basic,Zoomit,Engaging,2017-06-13,201,1096,,unknown,1096.00,180+ Days,stale_or_review
C7ODMOS2,Zane Levy,Summer Sewald,West,MG Advanced,,Engaging,2017-06-13,201,3393,,unknown,3393.00,180+ Days,stale_or_review
JS5N8USN,Corliss Cosme,Cara Losch,East,GTX Plus Basic,,Engaging,2017-06-14,200,1096,,unknown,1096.00,180+ Days,stale_or_review
3VC45PML,James Ascencio,Summer Sewald,West,GTX Basic,,Engaging,2017-06-14,200,550,,unknown,550.00,180+ Days,stale_or_review
5URQT67R,Markita Hansen,Celia Rouche,West,GTK 500,Treequote,Engaging,2017-06-14,200,26768,,unknown,26768.00,180+ Days,stale_or_review
YX4E972E,Markita Hansen,Celia Rouche,West,GTXPro,Conecom,Engaging,2017-06-14,200,,,unknown,0.00,180+ Days,stale_or_review
ZU3GICE9,Maureen Marcano,Summer Sewald,West,GTX Basic,,Engaging,2017-06-15,199,550,,unknown,550.00,180+ Days,stale_or_review
OXNWRI4I,Rosalina Dieter,Celia Rouche,West,MG Special,,Engaging,2017-06-15,199,55,,unknown,55.00,180+ Days,stale_or_review
HKV37WU9,Vicki Laflamme,Celia Rouche,West,GTX Basic,,Engaging,2017-06-15,199,550,,unknown,550.00,180+ Days,stale_or_review
YXXWQA4G,Zane Levy,Summer Sewald,West,MG Advanced,,Engaging,2017-06-15,199,3393,,unknown,3393.00,180+ Days,stale_or_review
L1YN7LDL,Cassey Cress,Rocco Neubert,East,MG Special,Bluth Company,Engaging,2017-06-16,198,55,,unknown,55.00,180+ Days,stale_or_review
NEFPSWOJ,Markita Hansen,Celia Rouche,West,GTX Plus Basic,Toughzap,Engaging,2017-06-16,198,1096,,unknown,1096.00,180+ Days,stale_or_review
PFKDTEYU,Rosie Papadopoulos,Cara Losch,East,GTXPro,Xx-zobam,Engaging,2017-06-16,198,,,unknown,0.00,180+ Days,stale_or_review
3C5GNT3Q,Vicki Laflamme,Celia Rouche,West,MG Special,,Engaging,2017-06-16,198,55,,unknown,55.00,180+ Days,stale_or_review
0LRVHITK,Violet Mclelland,Cara Losch,East,MG Special,,Engaging,2017-06-16,198,55,,unknown,55.00,180+ Days,stale_or_review
HABN7JBG,Elease Gluck,Celia Rouche,West,GTX Basic,Rantouch,Engaging,2017-06-17,197,550,,unknown,550.00,180+ Days,stale_or_review
2O76H591,James Ascencio,Summer Sewald,West,MG Advanced,,Engaging,2017-06-17,197,3393,,unknown,3393.00,180+ Days,stale_or_review
KSOW4MUK,Kami Bicknell,Summer Sewald,West,GTX Basic,,Engaging,2017-06-17,197,550,,unknown,550.00,180+ Days,stale_or_review
FHYD80FB,Kami Bicknell,Summer Sewald,West,GTXPro,,Engaging,2017-06-17,197,,,unknown,0.00,180+ Days,stale_or_review
1ORXGKVH,Kary Hendrixson,Summer Sewald,West,GTXPro,Sonron,Engaging,2017-06-17,197,,,unknown,0.00,180+ Days,stale_or_review
EGEJA2HY,Markita Hansen,Celia Rouche,West,GTX Basic,,Engaging,2017-06-17,197,550,,unknown,550.00,180+ Days,stale_or_review
TIPG6R0Z,Vicki Laflamme,Celia Rouche,West,GTX Basic,,Engaging,2017-06-17,197,550,,unknown,550.00,180+ Days,stale_or_review
H3DYTZIQ,Cassey Cress,Rocco Neubert,East,GTX Plus Basic,Scottech,Engaging,2017-06-18,196,1096,,unknown,1096.00,180+ Days,stale_or_review
HEWKNHTH,Daniell Hammack,Rocco Neubert,East,GTX Plus Pro,,Engaging,2017-06-18,196,5482,,unknown,5482.00,180+ Days,stale_or_review
EFIR7HGR,Daniell Hammack,Rocco Neubert,East,MG Advanced,Groovestreet,Engaging,2017-06-18,196,3393,,unknown,3393.00,180+ Days,stale_or_review
H176AX96,James Ascencio,Summer Sewald,West,MG Advanced,Gekko & Co,Engaging,2017-06-18,196,3393,,unknown,3393.00,180+ Days,stale_or_review
XU836DFA,Kami Bicknell,Summer Sewald,West,GTX Basic,,Engaging,2017-06-18,196,550,,unknown,550.00,180+ Days,stale_or_review
961ED0B1,Corliss Cosme,Cara Losch,East,GTX Plus Basic,,Engaging,2017-06-19,195,1096,,unknown,1096.00,180+ Days,stale_or_review
LLQCQOCR,Kary Hendrixson,Summer Sewald,West,GTX Plus Basic,,Engaging,2017-06-19,195,1096,,unknown,1096.00,180+ Days,stale_or_review
54OH0061,Maureen Marcano,Summer Sewald,West,GTXPro,,Engaging,2017-06-19,195,,,unknown,0.00,180+ Days,stale_or_review
PCVNB0NO,Zane Levy,Summer Sewald,West,GTX Basic,,Engaging,2017-06-19,195,550,,unknown,550.00,180+ Days,stale_or_review
WEKW3XIN,Cassey Cress,Rocco Neubert,East,GTX Plus Pro,Condax,Engaging,2017-06-20,194,5482,,unknown,5482.00,180+ Days,stale_or_review
E29GOFUV,Elease Gluck,Celia Rouche,West,MG Special,Sumace,Engaging,2017-06-20,194,55,,unknown,55.00,180+ Days,stale_or_review
2MKG6ZDD,James Ascencio,Summer Sewald,West,GTX Basic,Domzoom,Engaging,2017-06-20,194,550,,unknown,550.00,180+ Days,stale_or_review
RUFJMV3I,James Ascencio,Summer Sewald,West,MG Special,,Engaging,2017-06-20,194,55,,unknown,55.00,180+ Days,stale_or_review
KDPBAHOJ,Kami Bicknell,Summer Sewald,West,MG Advanced,,Engaging,2017-06-20,194,3393,,unknown,3393.00,180+ Days,stale_or_review
96798U7Y,Rosie Papadopoulos,Cara Losch,East,GTXPro,,Engaging,2017-06-20,194,,,unknown,0.00,180+ Days,stale_or_review
B6Z5NFV0,Wilburn Farren,Cara Losch,East,MG Advanced,,Engaging,2017-06-20,194,3393,,unknown,3393.00,180+ Days,stale_or_review
VH6OFWCV,Zane Levy,Summer Sewald,West,MG Advanced,,Engaging,2017-06-20,194,3393,,unknown,3393.00,180+ Days,stale_or_review
BJO4VYLK,Daniell Hammack,Rocco Neubert,East,GTXPro,,Engaging,2017-06-21,193,,,unknown,0.00,180+ Days,stale_or_review
14CNQKX8,Kary Hendrixson,Summer Sewald,West,GTXPro,,Engaging,2017-06-21,193,,,unknown,0.00,180+ Days,stale_or_review
VHZFABAC,Daniell Hammack,Rocco Neubert,East,MG Special,,Engaging,2017-06-22,192,55,,unknown,55.00,180+ Days,stale_or_review
10THTNLC,Zane Levy,Summer Sewald,West,GTX Plus Basic,,Engaging,2017-06-22,192,1096,,unknown,1096.00,180+ Days,stale_or_review
QU6CFZ22,Cassey Cress,Rocco Neubert,East,MG Advanced,,Engaging,2017-06-23,191,3393,,unknown,3393.00,180+ Days,stale_or_review
BJOY31DL,Violet Mclelland,Cara Losch,East,MG Special,Betasoloin,Engaging,2017-06-23,191,55,,unknown,55.00,180+ Days,stale_or_review
O9WYT5ST,Zane Levy,Summer Sewald,West,GTXPro,Kan-code,Engaging,2017-06-23,191,,,unknown,0.00,180+ Days,stale_or_review
EBLSL27F,Boris Faz,Rocco Neubert,East,GTX Plus Pro,,Engaging,2017-06-24,190,5482,,unknown,5482.00,180+ Days,stale_or_review
13FIM9V3,Corliss Cosme,Cara Losch,East,GTXPro,,Engaging,2017-06-24,190,,,unknown,0.00,180+ Days,stale_or_review
74KGIZW4,Kary Hendrixson,Summer Sewald,West,GTXPro,Betasoloin,Engaging,2017-06-24,190,,,unknown,0.00,180+ Days,stale_or_review
HSYU33MS,Vicki Laflamme,Celia Rouche,West,MG Special,,Engaging,2017-06-24,190,55,,unknown,55.00,180+ Days,stale_or_review
Z6R4KJFU,Daniell Hammack,Rocco Neubert,East,GTXPro,,Engaging,2017-06-25,189,,,unknown,0.00,180+ Days,stale_or_review
24REVMX7,Rosalina Dieter,Celia Rouche,West,GTX Basic,,Engaging,2017-06-25,189,550,,unknown,550.00,180+ Days,stale_or_review
AW4PSTWR,Rosie Papadopoulos,Cara Losch,East,GTX Basic,Ron-tech,Engaging,2017-06-25,189,550,,unknown,550.00,180+ Days,stale_or_review
2FNTCPOU,Vicki Laflamme,Celia Rouche,West,GTX Plus Pro,,Engaging,2017-06-25,189,5482,,unknown,5482.00,180+ Days,stale_or_review
A8QRKXG3,Vicki Laflamme,Celia Rouche,West,GTXPro,,Engaging,2017-06-25,189,,,unknown,0.00,180+ Days,stale_or_review
S2SC8AP7,Violet Mclelland,Cara Losch,East,MG Special,,Engaging,2017-06-25,189,55,,unknown,55.00,180+ Days,stale_or_review
ZT52DT8H,Daniell Hammack,Rocco Neubert,East,MG Advanced,,Engaging,2017-06-26,188,3393,,unknown,3393.00,180+ Days,stale_or_review
ND0OV6MQ,Kary Hendrixson,Summer Sewald,West,GTX Plus Basic,,Engaging,2017-06-26,188,1096,,unknown,1096.00,180+ Days,stale_or_review
23NAJF9W,Zane Levy,Summer Sewald,West,GTXPro,Plussunin,Engaging,2017-06-26,188,,,unknown,0.00,180+ Days,stale_or_review
HTF7TYQS,Daniell Hammack,Rocco Neubert,East,GTXPro,,Engaging,2017-06-27,187,,,unknown,0.00,180+ Days,stale_or_review
R443AUAG,Violet Mclelland,Cara Losch,East,GTXPro,,Engaging,2017-06-27,187,,,unknown,0.00,180+ Days,stale_or_review
V71FMJBD,Rosie Papadopoulos,Cara Losch,East,MG Advanced,,Engaging,2017-06-28,186,3393,,unknown,3393.00,180+ Days,stale_or_review
SZAMHBGA,Violet Mclelland,Cara Losch,East,MG Advanced,Nam-zim,Engaging,2017-06-28,186,3393,,unknown,3393.00,180+ Days,stale_or_review
ZD1X3R4G,Corliss Cosme,Cara Losch,East,GTX Plus Basic,,Engaging,2017-06-29,185,1096,,unknown,1096.00,180+ Days,stale_or_review
EMUG64GW,Kary Hendrixson,Summer Sewald,West,GTX Basic,,Engaging,2017-06-29,185,550,,unknown,550.00,180+ Days,stale_or_review
XYRO1TLJ,Markita Hansen,Celia Rouche,West,GTXPro,,Engaging,2017-06-29,185,,,unknown,0.00,180+ Days,stale_or_review
T4FR3FAC,Vicki Laflamme,Celia Rouche,West,MG Advanced,,Engaging,2017-06-29,185,3393,,unknown,3393.00,180+ Days,stale_or_review
BMH2FEGF,Boris Faz,Rocco Neubert,East,GTX Plus Basic,,Engaging,2017-06-30,184,1096,,unknown,1096.00,180+ Days,stale_or_review
3T23AW36,James Ascencio,Summer Sewald,West,GTX Plus Basic,,Engaging,2017-06-30,184,1096,,unknown,1096.00,180+ Days,stale_or_review
JUHQ1POT,Boris Faz,Rocco Neubert,East,GTX Plus Basic,Streethex,Engaging,2017-07-01,183,1096,,unknown,1096.00,180+ Days,stale_or_review
FOJG3OCO,Corliss Cosme,Cara Losch,East,GTX Plus Pro,,Engaging,2017-07-01,183,5482,,unknown,5482.00,180+ Days,stale_or_review
04SCU6DK,Corliss Cosme,Cara Losch,East,MG Advanced,,Engaging,2017-07-01,183,3393,,unknown,3393.00,180+ Days,stale_or_review
AR33M33M,Hayden Neloms,Celia Rouche,West,GTX Plus Basic,,Engaging,2017-07-01,183,1096,,unknown,1096.00,180+ Days,stale_or_review
VSYO182N,Kary Hendrixson,Summer Sewald,West,GTXPro,Dalttechnology,Engaging,2017-07-01,183,,,unknown,0.00,180+ Days,stale_or_review
BCA6Y34B,Rosie Papadopoulos,Cara Losch,East,MG Advanced,,Engaging,2017-07-01,183,3393,,unknown,3393.00,180+ Days,stale_or_review
H9N9DP3D,Vicki Laflamme,Celia Rouche,West,GTX Basic,,Engaging,2017-07-01,183,550,,unknown,550.00,180+ Days,stale_or_review
WQAKXOYU,Boris Faz,Rocco Neubert,East,GTXPro,,Engaging,2017-07-02,182,,,unknown,0.00,180+ Days,stale_or_review
